User Name,Annotation,comment_Text,Multi,Score,Reply Content,Unnamed: 6
Jacob Busumba,Non_Functional,"For sure, malaria is the bad diseases due to it's severe complications. Especially for pregnant mothers and <5s. Through my experience of >25yrs worked as a clinician , malaria is a very tricky diseases due to many shapes of signs & symptoms to one patient to another. So its very difficulty to reach the diagnosis and manage it .",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Serifir,Non_Functional,Does it's job quite well. It's not perfect but it's really helpful especially if you get anxieties about these things.,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Travis Summerhayes,Non_Functional,"This app is amazing! I tend to get anxious about my health a lot, so this app gives me clear indications whether or not I should go to the doctor's or not. Every time I use the app, the answer is either on the nose or very close! Highly would recommend!",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Nicole,Non_Functional,Really helps me be rational and detail all things bothering me that Google can't help with! I honestly find this app super helpful.,Reliability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
holly dumper,Non_Functional,"Always gives feasible options for possible root causes of symptoms without scaring me! Seems like good statistics and reasonings for the ""diagnoses"" they suggest. The questions they ask are indepth without being tedious too ☺️ always rely on this app for unexplainable symptoms",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Beth Riitano,Non_Functional,I like that Ada asks questions before giving you a list of possible causes for your symptoms.,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Laura Atchinson,Non_Functional,Great app. Diagnosed my sons scarlet fever. Will definitely use as my family are always sick! (3 boys under 5),Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Hilary Eberhardt,Non_Functional,"What a great app for first stage help. I just entered my symptoms, answered a few questions and voila, I received a list of possible diagnoses. To my surprise, it was remarkably accurate and most of these were illness which have aleady been diagnosed in me, but there were a couple of others to follow up with my gp. Thanks so much.",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Tina Parrott,Non_Functional,This app is great! It helped me understand what may possibly be going wrong. It give great details and It reminds you that it is not to replace your doctor and to always seek medical care.,Reliability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
davis paul,Non_Functional,Wow!! Nimeipenda hii application. Kwa hakik imenisaidia sana na mpaka sasa nimetathmini afya yangu kwa kutumia Ada mara nyingi na kwa uhakika bila daktari.,Usability,5,"Habari,

Tumefurahi kusikia kuwa umeridhika na huduma ya Ada.

Mchango wako unatusaidia kukua na kutuwezesha kutoa taarifa za afya za kuamika kwa watu wengi zaidi duniani kote. Kwahiyo asante.

Uwe na siku njema,

Timu ya Ada",
Marc Dutton,Non_Functional,"I love this app, I discovered it a while ago and thought it would be a fun thing to play with so I entered the symptoms I was having (had already been diagnosed by a doctor) and Ada gave me a couple of possibilities of what my symptoms could be related to, the first one was what my doctor had diagnosed. I have used Ada since for me and my family and the suggestions it gives you have always had the doctors final diagnosis in the top 3 suggestions. Keep up the good work 😃",Reliability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Lahamnanmah Zuhumben,Non_Functional,"This App has failed to disappoint me several times, and it makes demand for a test more straight forward,, excellent 👍👍👍",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Belle Hargraves,Non_Functional,Very detailed and makes sure you really understand any possible options that could be wrong.,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
nicole elise,Non_Functional,"I love that this app keeps the assessments in profile. It's a great way to keep track of medical history to show doctors if need be. And awesome direct, accurate info when u do symptom assessments of possible causes. Truly pleased with this app",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Marius Tudor,Non_Functional,"This app is a life saver! It gives an accurate review of your problem and with solutions, telling you if the problem is serious or not. By any means, DO NOT use the app and only the app, while trying to treat yourself, go seek medical advice too. The app is for you to get in touch with the problem and know more about what is going on. 5/5!",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Vicker Peter,Non_Functional,"This app is helpful in giving simple details about health condition, it helps to clear doubt..I love it.!",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Mjungu Rwezimula,Non_Functional,"Easy to use and helpful to check before going to hospital for more check up, gives more options for you to explain your problems",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Miraj Njomoke,Non_Functional,"I give it five star. It helps much as I expected and direct me what to do as it says all the answers provided are not medical advice, are there due to the symptoms you share with. So helpful on my opinion.",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Mmedara A,Non_Functional,I love love love the app. It's reassuring when I need a second opinion and also explains a bit more of what I was already diagnosed with.,Usability,5,"Hi.

Thanks for your feedback. If you found Ada helpful, we'd like you to consider giving us a better star rating. Your positive review will help us grow so we can bring reliable health information to more people around the world.

Best wishes,

The Ada team.",
Vineet singh Chaudhary,Non_Functional,Love it It's not always 100%accurate but it work best at efficiency than any other of its competitors I have my own health issue symptoms get check by ada,Performance,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Justus Otinga,Non_Functional,"This app is very helpful, where you became your on Doctor before seeking further attention.",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
john ezekiel,Non_Functional,"Nice leading question to enquist the the probable health problem,",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Arno van Zoeren,Non_Functional,Not one ad and it checks symptoms very thoroughly,Performance,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Yvonne Ogieriakhi,Non_Functional,Very helpful app. The results I get from the assessments done on Ada are always the same with what my doctor diagnoses.,Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Adela Nistora,Non_Functional,"The second most helpful app on my phone, after the map navigation one! Last year, it helped me identify an ovarian cyst problem which determined me to seek promptly the advice of a specialist. Had I delayed it, there could have been serious complications! It also helped me not to worry and run to see a doctor every time my symptoms resulted to be manageable at home! Thank you to all the doctors who contributed to this app 💚",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
LaTeishia Douglass,Non_Functional,I have put this app to the test given i know my body history very well! I also study medical terminology & organ functions. I will be using this app again. So for now I rate this app a 5 star due to correct answers to my questions 👍🏽.,Reliability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Beny Tumpake,Non_Functional,"For what i had been diognized comparing with the last results, the app is so much good and reality. For every one don't hesitate to use the app",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Andrew Davies,Non_Functional,Good way to get advice. Asks questions and gives information so you can decide what to do next. Very step by step,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Elizabeth Ritcheson,Non_Functional,Very helpful gives insight of symtoms and if you need to see your doctor or not . very easy to use.,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Georgia Ellis,Non_Functional,Really great app. Easy to use and helps narrow down what could be the problem. Highly recommend,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Cristal The Critic,Non_Functional,I absolutely love this app and it has never failed me. This app is actually diagnosed my medical conditions well before my very own primary care doctor and specialists have done the job all you have to do is answer several yes or no questions and it will spit out a list of probable medical conditions starting with the most likely one. Not only does it give you the probable medical conditions but it gives you the likelihood for each one. This app is amazing,Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Angel Hayes,Non_Functional,"Picked up on my diagnosed disease, my suspected other disease and introduced me to a possibility. Very nicely done 👍",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Kenneth Mwazembe,Non_Functional,"Tried and certified app, easy to use with good questionare arrangedly accordingly.",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Daniel Nyoni,Non_Functional,"Nice app , I like it , but if a child downloads the app in 2022 the birthdate can't be lower than 2006.",Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Hal Lopez,Non_Functional,"Awesome app people, please keep up the awesome work people, you're welcome people!",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Thabo Majoo,Non_Functional,"Long trip andcwsiting for the Doctor for hours, cut short. Thank you very much for this app.",Usability,5,"
Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Asa Banda,Non_Functional,"Gives one an idea of imminent health problem, Great App.",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Digital Sound Production,Non_Functional,This is very good app. It has helped me to know my health condition. Congratulation!!,Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Rebecca Williams,Non_Functional,"So I LOVE using ada, don't get me wrong. It's so useful. My only issue is ever since the last update, I haven't been able to log back in. I try and all it says is no internet connection please try again. I have tried home wifi, data, wifi at work, still NOTHING. Please help and I'll update my review UPDATE: Omg thanks so much!! I got back in and everything is great!",Usability,5,"Hi Rebecca,

We're sorry to hear you're having trouble with the app. We're experiencing technical difficulties at the moment. Our team is working on this, so you and other people who need a health check can gain access as soon as possible.

Take care of yourself,
The Ada team",
ajisefinni tosin,Non_Functional,"First Timer,I'll come back for a better review but I'll say it's impressive for a first timer",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.
",
Werner Nijs,Non_Functional,Excellent app download this app today you won't regret it,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
David Minerd,Non_Functional,"I can't wait until doctors are just AI bots! Mine asks 3 questions then writes me a script for an over the counter medication to treat the worst fitting dx just because everything else was ""rare"". Looks like he was wrong, now I'm heading to the ER...",Reliability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
itsalecsteica,Non_Functional,"This is a genius idea and a great app overall. I tend to worry about every aspect of my wellbeing and so this really helps me figure stuff out. Thanks, Ada.",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Mkunga Mtingele,Non_Functional,"User friendly app and a very useful companion. I recommend this app, I have never regretted having and using it.",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Daniel “YngManDan” Abair,Non_Functional,"This app is great! It helped me to realize how messed up I am. Kinda... honestly though it's very helpful considering I've felt some of my symptoms where something then they said the same. ""NOT MEDICAL PROFESSIONAL ADVICE"" Just remeber that.",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Paul Mutengu,Non_Functional,Very good app for everyone to install for the betterment of our health . Doctor thank you for it.,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Noela Kowero,Non_Functional,Ada is the best app for checking your health but you should allow users to type all the symptoms at once its easy for us. Thank you very much ada be blessed,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Boris D. Teoharov,Non_Functional,Excellent app. As an improvement: It would be very helpful if it can account for some bloodwork tests,Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Leela Mohan,Non_Functional,"The AI engine is asking relavent questions. Your Analysis is very good. A suggestion to you, post the analysis, pls give your recommendation on what field of doctor to approach for the next steps (like Gastroenterology, Cardiology, etc).",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Raunak Dey,Non_Functional,"App working fine. But the previous version was better. Now it creates scrolling problems sometimes. By the way, best and only accurate diagnosis app on play store.",Performance,5,"Hi Raunak.

We're sorry to hear you're having trouble with Ada. Please reach out to support@ada.com with the details of your issue so we can assist you as quickly as possible.

Best wishes,

The Ada team.",
Vxyll,Non_Functional,"Personally, it hasn't helped me a whole lot. Not because of the app itself but because I havnt had the need to use it , however I can see how it could be useful for others and therefore I will give it 5 stars",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Denise Kean,Non_Functional,This app is nothing more than amazing 👏. It is very accurate to be fair .. I have been diagnosed with a few health issues by professional doctor's. I have put my symptoms down knowing what the answer would be and to be honest ada hit the nail on the head with %97 of family members and my own correctly .. definitely worth downloading 👌,Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Anita Edge,Non_Functional,My husband has a myriad of health problems. The ADA report gave me another option to consider in improving his quality of life.,Reliability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
KAZUMBA FILMS,Non_Functional,"I real seen uniq and congress much of,,,for good report i think this is for each other. Ada looking good and very support depending to us but try to use siple vocabularies",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
venance kiliani,Non_Functional,Matumizi sahihi ya chakula .na namna ya kumpa mwanamke ujauzito .ushauri .pia wahitajika.asantee,Accuracy,5,"Habari,

Tumefurahi kusikia kuwa umeridhika na huduma ya Ada.

Mchango wako unatusaidia kukua na kutuwezesha kutoa taarifa za afya za kuamika kwa watu wengi zaidi duniani kote. Kwahiyo asante.

Uwe na siku njema,

Timu ya Ada",
sherif abdulwehab,Non_Functional,"Its wonderful app, especially this is a best method to check your symptoms or complaints towards your health so that it triggers you to attend a real medical check up.",Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Erica Lakin,Non_Functional,This is the best app for checking out your symptoms. The results encouraged my boyfriend to seek medical attention for his pancreas.,Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Sara Anyango,Non_Functional,Really excited about this app.it listens to your problems and gives you solutions. The best app ever.,Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Mohamed Amin,Non_Functional,It is very good app ... The only problem that their is no Arabic language... There a lot of users are arab I hope you consider that point,Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Sufian Ntambi,Non_Functional,"This is a must have App in your phone. Clearly I can approve that ""Ada"" provides detailed consultation than most of the Doctors out there 🙌!",Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
manha abdellah,Non_Functional,My favorite app of all! Ada is my must have apps and mini doctor. I love the way how accurate it is!!,Accuracy,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
shellejo,Non_Functional,"2018) Very Helpful, easy to use and beneficial Thank so much for designing such a useful app. 2022)-4 years later and still using... it helps me investigate new health issues as they arise. I often research symptoms for family members. It is so informative as we work together for our best health...So Thankful to have this valuable tool.",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team",
Swedi Haruna,Non_Functional,This app try to provide help to people to get better precaution and push people to get medical practitioners for further medical diagnosis,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team",
Kim M,Non_Functional,"This has been a game chamfer, especially for an anxious person in times of Covid.",Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team",
Capt Hj. Amir - Zaki Rathi Ishak,Non_Functional,"This is the best application on symptom checker i have come across so far. Like having a doctor with you 24/7. it helps so much but the attending doctor was sceptical, but proven to be true but too late.",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Darlington Rushats,Non_Functional,"This app helped me so much, though i have been going ro doctor but diagnosis is similar as Ada told me",Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Sebastián F,Non_Functional,I come back to this app everytime I'm not feeling well! Thank you so much to the creators of this tool. ❤️,Reliability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Moo Ameen,Non_Functional,Jamani karibuni sana kwny mtandao wetu mzuri wa Ada ...ili kuweza kujua Hali zetu na kwa ndugu zetu pia ...hakika ni nzuri sana na yakufurahisha ...nashkur sana,Usability,5,"Habari, asante sana kwa maoni yako! Tunafuraha sana kufahamu kwamba Ada imekuwa na msaada kwako.

Tunakutakia siku njema,

Timu ya Ada",
Mauwezo Mnyama,Non_Functional,Hii Iko vizr mda wowote tutazidi kuwatumia kujua afya zetu huduma inasaidia xana,Usability,5,"Habari, asante sana kwa maoni yako! Tunafuraha sana kufahamu kwamba Ada imekuwa na msaada kwako.

Tunakutakia siku njema,

Timu ya Ada",
Asmah Mohammedi,Non_Functional,May be using of pictures to show something can help people to make easy understand,Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Jessica Kishwalk,Non_Functional,Very informative and helpful sounds more courteous n caring than Dr's at local clinic...thank you,Accuracy,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Clar.c,Non_Functional,We could really use a night mode feature right now. Perhaps I can use my default system font. That'd be lovely.,Usability,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Ayame Iris,Non_Functional,I think Ada is a really nice bot she helps when I was sort of panicking and to me that's really nice ^w^,Reliability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Alaska Faulle,Non_Functional,Ça ne se substitue pas à un rendez vous médical et/ou des recherches en bonnes et dues formes mais c'est utile,Accuracy,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Anuj Shukla,Non_Functional,"Innovative, Real world application, Easy UI. Recommended for everyone. Kudos to the team.",Performance,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Reagan Troy,Non_Functional,"Perfectly created, if the owner of this app is the a woman, i want to marry her, if its a guy then I'll marry the next woman below him🥂😜🤣",Performance,5,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
Veljko Stanojevic,Non_Functional,"I am sure there are plenty of updating database, but overall it is the best app for diagnosing most common diseases. And the best thing of all, it doesn't contain ads.",Accuracy,5,"Hi,

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",
SALUMU MOHAMED,Non_Functional,"Very good app, it enhance even a medical personnel to take a thorough patient history. Thanks developers",Performance,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
ebitokeofficial,Non_Functional,From Tanzania The App is helpful 100% App ina msaada Mkubwa kwa asilimia Miamoja.,Reliability,5,"Habari, asante sana kwa maoni yako! Tunafuraha sana kufahamu kwamba Ada imekuwa na msaada kwako.

Tunakutakia siku njema,

Timu ya Ada",
SJ “Sam” Schmidt,Non_Functional,"Believe it or not, it works! I am surprised how accurate Ada is 90% out of time. Kudos to the developers.",Accuracy,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
Draven Kristofer Lamb,Non_Functional,"Helps a lot doesn't make me have to pay 1,000$ to a doctor for looking at my toe",Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
Jax,Non_Functional,It's great app! I always use it when I start feeling bad pain just to check how serious it might be.,Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
ABUBAKARY MSUYA,Non_Functional,Ada is the very good app that can remove your worry about some symptoms of desease you have love it,Reliability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
Daniel Mrema,Non_Functional,The app should be operated in multiple languages especially Swahili language should be there for better selection of answers 🔥🔥 all in all your good few problems you can handle it all ☺️ and doing great 👍 and if God wishes to the coming time you can direct us to go to buying a medicine directly without seeking for more advice from the doctor 🏥 that is my hope and my prayers 🙏. GOOD LUCK.,Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out. Swahili is available on our app, make sure you change the language in the settings.

Have a great day,
Ada Team
",
Philip Batan,Non_Functional,This is very helpful it makes me calm knowing that im not the only one who is experiencjng such symptoms,Reliability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
Mikey Barnhart,Non_Functional,"this app makes me feel safer than just searching my symptoms online, and its a good helper to know if i should call my doctor for further investigation",Reliability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
the smasher,Non_Functional,Good for when you want a diagnosis without going to the doctor or talking to a real person.,Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
Mike Jhon Padpad,Non_Functional,"It's a great app, it can help me to reduce my health anxiety because I can share my symptoms.",Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
Amie Lein,Non_Functional,Very helpful. I was able to get some insight into what might be causing my symptoms. Thank you!,Usability,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
Jojo Bautista,Non_Functional,"Considering that we are not medically knowledgeable ADA application somehow gives us an understanding of what health concerns we experience that bothers us, that upon knowing that a person (might) have health condition would need to seek a medical advice immediately.",Accuracy,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team
",
Jonathan Miranda,Non_Functional,"Ada is a great tool to track your overall health and see if anything is currently wrong based on your mental, physical, and emotional states. The AI asks questions then makes a variety of determinations on what the cause could be. It does however show a disclaimer that the AI can be inaccurate at times and should not be taken as official medical advice, although this shouldn't discredit the app at all, it works well. I don't recommend for hypochondriacs like myself, it may cause more anxiety.",Accuracy,5,,
Albert Einstein,Non_Functional,"Best app that takes common symptoms into consideration and gives probable diagnosis, helps a lot",Accuracy,5,,
Emmanuel Adidi,Non_Functional,your perfect companion doctor and a complete thorough assessment. And you can use my rating on your website for this purpose only.,Usability,5,"Hi Emmanuel, thanks for your review! Would you be ok with us using it to promote Ada on our website and other marketing materials? If you are ok with this, please reply to this message with “ok” or send us an email at support@ada.com. For details on how your data is processed, please visit https://ada.com/privacy-policy/.",
TwennyOne Muzik,Non_Functional,"Amazing app... It's like your personal physician or doctor in the palm of your hands, Always onpoint with their result.",Usability,5,,
Aj Rana,Non_Functional,The app have been really helpful and allmost everytime gave accurate assessment. Thank you for it.,Accuracy,5,,
Sarah Dunnachie,Non_Functional,Thia app has been right every time it's been used and helped some of my friends and family get diagnosed. Incredibly impressed. Thanks you to the developers.,Accuracy,5,,
Caitlin Qua,Non_Functional,Love this app it tells you the disorder you could have thank you for having this app it helps alot,Usability,5,,
fatmir hysenlika,Non_Functional,Very friendly and very helpful app. Feels like you have your personal doctor at home. Eternally grateful.,Usability,5,,
Bpollitt 34,Non_Functional,Possibly saved my life helped me seek medical attention before condition got worse,Performance,5,"Hello, thank you for your feedback! We are really glad that Ada could help you out.

Have a great day,
Ada Team",
doris clems,Non_Functional,I was really impressed because the right questions were asked just the way i was feeling.,Accuracy,5,,
Teacher Jackobo,Non_Functional,"Hakika hii ni nzuri sana, jaribu uone mwenyewe utapenda hakika, Download Ada kwa faida yako mwenyewe.",Usability,5,"Habari, asante sana kwa maoni yako! Tunafuraha sana kufahamu kwamba Ada imekuwa na msaada kwako.

Tunakutakia siku njema,

Timu ya Ada",
Donna Price,Non_Functional,Informed me accurately to make the right decision about my next move whether to consider it serious or not. I am going to take heed to the advise very strongly.,Accuracy,5,,
Basra Abdallah,Non_Functional,its bad now..asked the saame question fr 4 5 times...its boring,Usability,5,,
Dauda Timtas,Non_Functional,"Am so excited to find this wander full app, it's absolutely really good, in time of geven results kudo's, awesome 👍💯",Usability,5,,
Ellis Ifoegbu,Non_Functional,"I can't remember how I stumbled on this app, but I'm glad I installed it. Health wise, it does what it sets out to do and then some.",Usability,5,,
M.Sheriff,Non_Functional,So far so good. Got some interesting information for what I could have based off my symptoms. Will consult my doctor about them.,Accuracy,5,,
Roque Acfalle,Non_Functional,A VERY helpful guide to discovering what you may suffer from. The only requirement is you have to be honest.,Usability,5,,
Dawn Permenter,Non_Functional,She is so helpful and really good with reports.. she is really good on what is wrong with me and my doctor says it is mostly correct on different out comes when I need medical advice,Accuracy,5,,
